,cell_line_name,drug_row_cid,drug_col_cid,synergy_zip,synergy_bliss,synergy_loewe,synergy_hsa,S,label,synergy_zip,synergy_bliss,synergy_loewe,synergy_hsa,S,major_label,mean_score,mean_label
26,A375,5288382,11977753,6.117280263,4.786918002,6.927107223,10.31731945,4.6735,Synergy,1,1,1,1,1,1,6.564424987599999,1
27,A375,208908,11977753,7.942587938,7.18751426,-18.79754784,8.944114551,13.05175,,1,1,0,1,1,1,3.6656837818,1
28,A375,4091,11977753,6.577860748,5.35153972,-35.94312573,5.759500219,11.570125,,1,1,0,1,1,1,-1.3368200085999995,0
29,A375,24964624,11977753,15.23152152,13.19451438,-20.42290111,13.77320665,17.017625,,1,1,0,1,1,1,7.758793287999998,1
30,A375,24748204,11977753,8.007533834,8.974582107,-14.6641136,9.030606047,14.5925,,1,1,0,1,1,1,5.1882216776,1
31,A375,9826528,11977753,-1.528977907,-2.229301335,4.253916387,6.815866897,-26.884625,,0,0,1,1,0,0,-3.9146241916,0
32,A375,5394,11977753,10.13687649,10.14387366,1.098948063,12.26018099,16.759875,Synergy,1,1,1,1,1,1,10.079950840600002,1
33,A375,5311,11977753,2.938271635,0.61971244,1.416645465,4.731177765,22.078125,Synergy,1,1,1,1,1,1,6.356786461,1
34,A375,3385,387447,0.822089895,-1.236087724,-12.99342314,-0.725533554,23.04225,,1,0,0,0,1,0,1.7818590953999998,1
35,A375,24856436,387447,1.736691433,0.679508387,-1.188661069,1.952174209,11.173875,,1,1,0,1,1,1,2.870717592,1
36,A375,5743,387447,3.349255159,2.704645259,-55.83020892,0.371598544,18.416,,1,1,0,1,1,1,-6.197741991599999,0
37,A375,36462,387447,0.034854173,-0.718944867,-1.892581919,1.212654294,-4.856875,,1,0,0,1,0,0,-1.2441786638,0
38,A375,208908,387447,3.223131576,-0.91254493,-42.95161222,-0.981386179,20.218,,1,0,0,0,1,0,-4.280882350600001,0
39,A375,4091,387447,-0.526199012,-2.358130719,-8.675001915,-2.615378531,5.1785,Antagonism,0,0,0,0,1,0,-1.7992420354000003,0
40,A375,24964624,387447,1.162117197,0.967969477,-42.19452421,0.75004184,11.652,,1,1,0,1,1,1,-5.5324791391999995,0
41,A375,24748204,387447,-0.430312777,-2.585302788,-34.1094224,-3.503905866,1.834,Antagonism,0,0,0,0,1,0,-7.7589887662,0
42,A375,9826528,387447,-1.474512719,-2.479742549,-5.798115234,0.448543321,-26.93075,,0,0,0,1,0,0,-7.2469154362,0
43,A375,5394,387447,0.147183165,-1.298629793,-24.35096275,-1.086680853,6.245375,,1,0,0,0,1,0,-4.0687430462,0
44,A375,5311,387447,3.285146865,2.587419137,-1.993310846,3.680789544,33.888625,,1,1,0,1,1,1,8.28973394,1
45,A375,3385,3062316,0.519718847,0.986154274,-1.53364306,4.340409916,38.52525,,1,1,0,1,1,1,8.5675779954,1
46,A375,24856436,3062316,19.85316682,19.64548336,19.815025,24.64067255,44.9589375,Synergy,1,1,1,1,1,1,25.782657045999997,1
47,A375,387447,3062316,-1.073757197,-0.713756092,-3.03091049,0.179811941,14.682375,,0,0,0,1,1,0,2.0087526324000002,1
48,A375,5743,3062316,17.33236939,18.91049769,-19.46901898,15.54594035,35.808875,,1,1,0,1,1,1,13.625732690000001,1
49,A375,36462,3062316,5.203752056,5.199337063,7.383376187,11.00056925,19.83025,Synergy,1,1,1,1,1,1,9.7234569112,1
50,A375,208908,3062316,-2.712639836,-5.509445435,-15.99158254,-3.167165387,18.347,Antagonism,0,0,0,0,1,0,-1.8067666396,0
51,A375,4091,3062316,-2.622625888,-3.007090945,-57.14482002,-2.472219155,17.72325,Antagonism,0,0,0,0,1,0,-9.504701201600001,0
52,A375,24964624,3062316,18.86326005,19.04784799,2.899639887,19.84491473,32.130875,Synergy,1,1,1,1,1,1,18.5573075314,1
53,A375,24748204,3062316,2.537439265,6.991546834,-2.262037462,6.983556565,25.701375,,1,1,0,1,1,1,7.990376040399999,1
54,A375,9826528,3062316,7.861991111,6.540349145,10.47168496,13.14292952,-1.0285,Synergy,1,1,1,1,0,1,7.3976909472,1
55,A375,5394,3062316,-4.094877353,0.149191608,-13.99646779,1.94786971,22.4755,,0,1,0,1,1,1,1.296243235,1
56,A375,5311,3062316,-4.071676236,-5.76517809,-7.187555809,-2.443728274,35.116125,Antagonism,0,0,0,0,1,0,3.129597318199999,1
57,A375,3385,46926350,3.187313504,4.188030033,-9.210846467,4.937813946,29.70825,,1,1,0,1,1,1,6.5621122032,1
58,A375,11960529,46926350,7.615515044,6.571177334,-57.05374378,4.189631712,21.110125,,1,1,0,1,1,1,-3.5134589380000003,0
59,A375,24856436,46926350,6.885068927,6.552814347,1.767549763,8.442941432,21.624625,Synergy,1,1,1,1,1,1,9.054599893799999,1
60,A375,11977753,46926350,6.353051456,6.079131635,4.016660504,8.524238031,5.609875,Synergy,1,1,1,1,1,1,6.1165913252,1
61,A375,387447,46926350,3.239873425,1.990796816,-2.622676887,2.322238409,7.928875,,1,1,0,1,1,1,2.5718213525999998,1
62,A375,3062316,46926350,1.923534114,2.743709291,-0.38002163,4.350896197,19.27725,,1,1,0,1,1,1,5.5830735944,1
63,A375,5743,46926350,6.105701827,7.10673469,-56.80647815,4.430563524,17.432125,,1,1,0,1,1,1,-4.3462706218,0
64,A375,36462,46926350,-16.34903278,-37.88367929,-40.20559704,-35.28333946,-50.27375,Antagonism,0,0,0,0,0,0,-35.999079714000004,0
65,A375,5288382,46926350,10.33859058,9.881646769,7.559752608,11.53825633,24.011875,Synergy,1,1,1,1,1,1,12.6660242574,1
66,A375,208908,46926350,7.288630032,7.132604215,-39.94528502,6.586445696,26.806375,,1,1,0,1,1,1,1.5737539845999997,1
67,A375,4091,46926350,5.779953413,2.169429899,-10.64536114,1.201859594,18.0005,,1,1,0,1,1,1,3.3012763531999996,1
68,A375,24964624,46926350,6.714806291,4.624620886,-55.7308565,3.744998605,16.65,,1,1,0,1,1,1,-4.7992861436,0
69,A375,24748204,46926350,2.600900249,3.527967282,-21.66286894,2.234646169,14.963375,,1,1,0,1,1,1,0.33280395200000007,1
70,A375,9826528,46926350,-0.737446002,-0.843873007,-0.657373987,2.874662405,-22.675375,,0,0,0,1,0,0,-4.4078811182,0
71,A375,5394,46926350,-2.906424688,-6.298918842,-35.27575313,-6.108636462,1.61825,Antagonism,0,0,0,0,1,0,-9.7942966244,0
72,A375,5311,46926350,-0.354036584,-4.014894734,-9.571288595,-3.324110456,22.338375,Antagonism,0,0,0,0,1,0,1.0148089262,1
73,A375,3385,5288382,6.660729665,5.552249706,3.981723797,8.96572221,34.201,Synergy,1,1,1,1,1,1,11.8722850756,1
74,A375,11960529,5288382,8.802286998,8.363041084,-31.85667155,5.686170344,17.63625,,1,1,0,1,1,1,1.7262153752000002,1
75,A375,24856436,5288382,7.900751685,7.040908114,7.337641546,12.25791967,22.65975,Synergy,1,1,1,1,1,1,11.439394203,1
76,A375,387447,5288382,3.783504976,4.142192552,-1.451990483,5.595426941,13.106875,,1,1,0,1,1,1,5.0352017972,1
77,A375,3062316,5288382,9.866179816,8.79443659,10.3189652,13.32934254,31.80375,Synergy,1,1,1,1,1,1,14.8225348292,1
78,A375,5743,5288382,5.976358638,5.763857972,-34.78123405,2.761607844,13.202,,1,1,0,1,1,1,-1.4154819192,0
79,A375,36462,5288382,0.370257797,-1.047878923,1.455255182,4.708839247,2.63625,,1,0,1,1,1,1,1.6245446606000002,1
80,A375,208908,5288382,9.509703251,7.00337996,-6.135426655,9.466814022,25.8135,,1,1,0,1,1,1,9.1315941156,1
81,A375,4091,5288382,2.379292176,-2.144625573,-49.06230632,-1.662189031,12.582,,1,0,0,0,1,0,-7.581565749599998,0
82,A375,24964624,5288382,7.71656356,5.615348209,-16.89615247,6.346399095,16.513125,,1,1,0,1,1,1,3.8590566787999996,1
83,A375,24748204,5288382,0.566640578,0.465763267,-16.53215232,0.497380737,6.00475,,1,1,0,1,1,1,-1.7995235476000004,0
84,A375,9826528,5288382,-3.104386519,-3.904431876,0.979112841,3.543513041,-21.053875,,0,0,1,1,0,0,-4.7080135026,0
85,A375,5394,5288382,0.700085565,-0.038877513,-7.528875171,1.967547835,7.11775,,1,0,0,1,1,1,0.4435261431999999,1
86,A375,5311,5288382,-3.866631649,-9.132135198,-10.61318318,-5.551198329,14.24825,Antagonism,0,0,0,0,1,0,-2.9829796712,0
87,A375,3385,208908,-0.275786553,-0.005642405,-2.86645154,2.105755801,27.04575,,0,0,0,1,1,0,5.2007250606,1
88,A375,24856436,208908,6.41448314,6.937115387,-18.74518479,8.890228807,24.543875,,1,1,0,1,1,1,5.6081035088,1
89,A375,5743,208908,1.52203279,-0.474881361,-3.63707187,-4.462679406,6.3565,,1,0,0,0,1,0,-0.1392199694000002,0
90,A375,36462,208908,3.538930264,1.192008525,-18.07071551,3.439559607,13.333875,,1,1,0,1,1,1,0.6867315772000001,1
91,A375,4091,208908,-1.227208961,-5.234485274,-1.671975138,-4.593679406,-2.842375,Antagonism,0,0,0,0,0,0,-3.1139447558,0
92,A375,5394,208908,4.59188005,4.443275954,5.877489966,4.692648303,6.53925,Synergy,1,1,1,1,1,1,5.228908854599999,1
93,A375,5311,208908,3.746663128,3.881584917,-10.73932293,6.013074104,39.588625,,1,1,0,1,1,1,8.4981248438,1
94,A375,3385,24964624,-0.348220373,-0.307119636,-3.906253881,0.274920588,22.076125,,0,0,0,1,1,0,3.5578903396,1
95,A375,24856436,24964624,8.785986737,8.128844098,-25.01762634,8.809657009,21.09075,,1,1,0,1,1,1,4.3595223008,1
96,A375,5743,24964624,4.668070595,9.060223149,6.243699974,4.975911006,6.999375,Synergy,1,1,1,1,1,1,6.3894559448,1
97,A375,36462,24964624,11.70240955,11.25363671,-7.783671967,12.04999711,16.321125,,1,1,0,1,1,1,8.7086992806,1
98,A375,208908,24964624,5.789442616,7.350216291,10.06112262,8.217517761,8.9633125,Synergy,1,1,1,1,1,1,8.0763223576,1
99,A375,4091,24964624,2.636220674,0.817268004,2.035630777,0.984397427,0.328625,Synergy,1,1,1,1,1,1,1.3604283764000002,1
100,A375,24748204,24964624,1.889563937,5.521741976,2.33671842,4.342246694,4.375375,Synergy,1,1,1,1,1,1,3.6931292053999996,1
101,A375,5394,24964624,3.956251325,3.642712737,4.352001553,3.461985088,4.13875,Synergy,1,1,1,1,1,1,3.9103401406000002,1
102,A375,5311,24964624,2.361036664,-1.314926941,-21.88669612,-0.674507021,34.63075,,1,0,0,0,1,0,2.6231313164,1
103,A375,3385,24748204,1.287070196,4.884385592,1.721361464,4.55042238,28.212125,Synergy,1,1,1,1,1,1,8.1310729264,1
104,A375,24856436,24748204,-1.15908729,-0.941492984,-28.27256017,-0.94795799,11.948,Antagonism,0,0,0,0,1,0,-3.874619686799999,0
105,A375,5743,24748204,8.037066682,12.24868675,2.802112651,8.114169961,12.77275,Synergy,1,1,1,1,1,1,8.794957208800001,1
106,A375,36462,24748204,4.810523447,6.413347116,-9.346447291,6.726483711,13.751,,1,1,0,1,1,1,4.4709813966,1
107,A375,208908,24748204,1.521514442,4.276773548,3.880359162,4.046967912,7.87125,Synergy,1,1,1,1,1,1,4.3193730128,1
108,A375,4091,24748204,1.777615656,5.63710497,3.037385451,4.343608719,6.872625,Synergy,1,1,1,1,1,1,4.3336679592,1
109,A375,5394,24748204,-3.826619696,-2.03774207,-5.839856059,-3.314207939,7.755875,Antagonism,0,0,0,0,1,0,-1.4525101528,0
110,A375,5311,24748204,3.083635538,5.544572097,-5.272874787,5.439665959,41.246125,,1,1,0,1,1,1,10.0082247614,1
111,A375,3385,9826528,-2.677488746,-3.967036183,-3.862708097,0.55132272,-9.268625,,0,0,0,1,0,0,-3.8449070612,0
112,A375,24856436,9826528,0.758851739,0.438227528,4.266045466,8.105621878,-13.5805,Synergy,1,1,1,1,0,1,-0.0023506778000005114,0
113,A375,5743,9826528,4.756043708,4.55744537,-21.66331914,2.509898344,-1.876875,,1,1,0,1,0,1,-2.3433613436,0
114,A375,36462,9826528,-2.664600723,-3.63727907,2.865074271,5.508422296,-27.47375,,0,0,1,1,0,0,-5.080426645199999,0
115,A375,208908,9826528,3.724130977,4.008160971,-17.84410975,5.796179594,-4.721,,1,1,0,1,0,1,-1.8073276416000001,0
116,A375,4091,9826528,-0.357158061,-2.565375377,-26.51255613,-2.236351656,-12.1895,Antagonism,0,0,0,0,0,0,-8.7721882448,0
117,A375,24964624,9826528,2.514482063,0.160087643,-22.71074536,0.793601469,-9.33725,,1,1,0,1,0,1,-5.715964837,0
118,A375,24748204,9826528,-1.135996524,-3.861819862,-27.27074328,-3.535086031,-12.692875,Antagonism,0,0,0,0,0,0,-9.6993041394,0
119,A375,5394,9826528,-3.036764679,-4.051681273,-11.43269795,-0.96890728,-18.399625,Antagonism,0,0,0,0,0,0,-7.5779352364,0
120,A375,5311,9826528,-8.151649402,-12.89981288,-10.32799965,-7.857036199,-17.48925,Antagonism,0,0,0,0,0,0,-11.345149626200001,0
121,A375,3385,5394,-6.069069492,-6.922506009,-23.24441596,-5.66485937,13.538125,Antagonism,0,0,0,0,1,0,-5.6725451662,0
122,A375,5743,5394,-0.40795287,2.67131014,-1.388650813,-1.099456306,4.5835,,0,1,0,0,1,0,0.8717500302000001,1
123,A375,36462,5394,-12.20563193,-25.25955487,-39.60874684,-22.9507532,-28.660625,Antagonism,0,0,0,0,0,0,-25.737062368000004,0
124,A375,4091,5394,-0.670279949,-2.758418258,-3.180449983,-3.003036621,-5.919,Antagonism,0,0,0,0,0,0,-3.1062369621999997,0
125,A375,5311,5394,3.429073041,2.349207497,-11.98622834,3.330735693,34.772375,,1,1,0,1,1,1,6.3790325781999995,1
126,A375,3385,5311,1.988998314,2.302564913,-3.927640009,4.703193042,52.810375,,1,1,0,1,1,1,11.575498252,1
127,A375,5743,5311,3.112980781,6.227371185,-35.39946839,3.092850094,38.208625,,1,1,0,1,1,1,3.0484717339999987,1
128,A375,36462,5311,-13.8992158,-31.33537434,-31.50754126,-26.93178446,-27.308625,Antagonism,0,0,0,0,0,0,-26.196508172,0
129,A375,4091,5311,-0.499430859,-2.103153789,-77.36239032,-1.599462406,32.074,Antagonism,0,0,0,0,1,0,-9.898087474800002,0
130,A549,3363,2141,7.913693117,7.220621512,-62.84657035,6.869781881,20.8,,1,1,0,1,1,1,-4.008494767999999,0
131,A549,3385,2141,3.421537483,1.380982165,-18.12970576,0.776227,-4.957,,1,1,0,1,0,1,-3.5015918223999996,0
132,A549,2123,2141,2.600175176,-0.848624953,-5.925269829,-5.185887253,-1.0985,,1,0,0,0,0,0,-2.0916213717999996,0
133,A549,2187,2141,-1.56706334,1.117058377,3.007960825,1.845883986,-2.854,,0,1,1,1,0,1,0.30996796960000006,1
134,A549,6450551,2141,-2.370834867,-6.034486214,-16.46287348,-6.488973879,-0.916,Antagonism,0,0,0,0,0,0,-6.4546336879999995,0
135,A549,2478,2141,-4.691916594,-0.086902426,-19.45712204,1.504181178,8.3335,,0,0,0,1,1,0,-2.8796519764000004,0
136,A549,2662,2141,-1.001756692,-2.004415612,-1.720356756,-1.518871051,-1.988,Antagonism,0,0,0,0,0,0,-1.6466800222,0
137,A549,354624,2141,7.386187792,13.79647668,-14.39686271,13.32311521,30.867,,1,1,0,1,1,1,10.195183394399999,1
138,A549,2708,2141,-1.984103356,-4.231801064,-24.31462856,-5.300016884,-3.9095,Antagonism,0,0,0,0,0,0,-7.9480099727999995,0
139,A549,11626560,2141,-2.507511277,-1.022817787,-24.43664964,-2.439584857,9.5605,Antagonism,0,0,0,0,1,0,-4.1692127122,0
140,A549,3062316,2141,-0.81740522,-2.589049212,-15.09389627,-0.826884785,1.8645,Antagonism,0,0,0,0,1,0,-3.4925470974,0
141,A549,71384,2141,0.824390281,-0.045976847,-13.79809483,-0.863771667,0.0305,,1,0,0,0,1,0,-2.7705906126,0
142,A549,60198,2141,-11.96560066,-21.36263893,-40.77614875,-22.29121911,-21.004,Antagonism,0,0,0,0,0,0,-23.47992149,0
143,A549,123631,2141,-4.372921477,-2.230681188,-19.62441183,-3.212884785,1.81,Antagonism,0,0,0,0,1,0,-5.526179856000001,0
144,A549,57469,2141,-0.253166799,-0.515134824,0.527842761,-1.192464153,0.6875,,0,0,1,0,1,0,-0.14908460299999998,0
145,A549,208908,2141,-4.796907901,-2.431677398,-9.990677231,-0.884844111,2.31,Antagonism,0,0,0,0,1,0,-3.1588213282,0
146,A549,216326,2141,-1.004038508,2.681182795,-1.110144221,1.489226326,3.4075,,0,1,0,1,1,1,1.0927452784,1
147,A549,3902,2141,-2.151089086,-0.950711066,4.370228191,0.120282589,-1.8855,,0,0,1,1,0,0,-0.09935787440000006,0
148,A549,11683,2141,-3.07522944,-4.189529373,-8.205503316,-5.383550044,-5.8875,Antagonism,0,0,0,0,0,0,-5.3482624346000005,0
149,A549,4114,2141,0.380252451,0.885854258,0.567380811,0.556638644,0.5945,Synergy,1,1,1,1,1,1,0.5969252328,1
150,A549,4211,2141,6.139671407,1.501886082,4.188755583,1.025337437,-1.387,Synergy,1,1,1,1,0,1,2.2937301017999996,1
151,A549,644241,2141,-0.640163448,-1.273327102,-1.295318184,-1.237849372,-1.922,Antagonism,0,0,0,0,0,0,-1.2737316212,0
152,A549,11525740,2141,-0.243655557,-0.998861523,-2.921153649,-2.232861568,-0.2355,Antagonism,0,0,0,0,0,0,-1.3264064594,0
153,A549,9703,2141,-0.045420734,4.391607159,2.6318753,3.286297557,4.6705,,0,1,1,1,1,1,2.9869718564000003,1
154,A549,25126798,2141,-3.359932211,-3.535605767,-14.68641531,-4.669084546,7.6765,Antagonism,0,0,0,0,1,0,-3.7149075668,0
155,A549,5394,2141,-1.153201586,1.05215049,3.26967621,0.574226326,0.904,,0,1,1,1,1,1,0.929370288,1
156,A549,5426,2141,0.287104982,2.135566241,1.984963799,2.030582867,1.248,Synergy,1,1,1,1,1,1,1.5372435778000002,1
157,A549,5453,2141,5.993436678,7.149128736,-23.02613127,6.776448548,12.086,,1,1,0,1,1,1,1.7957765383999997,1
158,A549,444795,2141,-0.176256696,2.702710033,-18.95632054,2.282004104,7.4165,,0,1,0,1,1,1,-1.3462726198000001,0
159,A549,42611257,2141,-0.021169419,-5.1109759,-20.23584104,-7.599343224,-6.079,Antagonism,0,0,0,0,0,0,-7.8092659166,0
160,A549,5311,2141,-1.164251549,-0.097612862,-0.916651621,0.897206689,2.6235,,0,0,0,1,1,0,0.26843813139999995,1
161,A549,3363,2187,0.153891593,-0.456550315,-16.01802148,-0.732484567,14.4405,,1,0,0,0,1,0,-0.5225329538000004,0
162,A549,3385,2187,2.732025051,-3.872437191,-3.744061759,-3.241050044,-17.026,,1,0,0,0,0,0,-5.0303047886000005,0
163,A549,2123,2187,1.113841634,-6.534643318,-9.234225711,-10.56047253,-3.7915,,1,0,0,0,0,0,-5.801399985000001,0
164,A549,6450551,2187,-2.796373358,-3.653910693,-2.64275174,-3.595437863,3.0595,Antagonism,0,0,0,0,1,0,-1.9257947307999999,0
165,A549,2478,2187,-3.084005296,-0.116920516,-1.999061117,-2.002440341,9.0255,Antagonism,0,0,0,0,1,0,0.364614546,1
166,A549,2662,2187,2.26602636,0.139964292,-5.063771661,-4.285554076,-0.7465,,1,1,0,0,0,0,-1.537967017,0
167,A549,2708,2187,-11.51135926,-6.961923876,-5.945029296,-6.340026378,0.9565,Antagonism,0,0,0,0,1,0,-5.960367762000001,0
168,A549,11626560,2187,0.278280548,-0.524432203,-0.712560505,-1.446693962,14.689,,1,0,0,0,1,0,2.4567187755999997,1
169,A549,3062316,2187,-2.265653469,-0.166930918,-2.90901435,-0.931509874,5.3265,Antagonism,0,0,0,0,1,0,-0.18932172219999988,0
170,A549,71384,2187,-0.972342962,-2.653930766,-2.105448853,-1.785337444,-3.3775,Antagonism,0,0,0,0,0,0,-2.178912005,0
171,A549,60198,2187,-0.276659261,-1.696941449,-0.03414363,-0.787839011,-3.6055,Antagonism,0,0,0,0,0,0,-1.2802166702000002,0
172,A549,123631,2187,2.327316321,1.950073481,1.609264878,2.982059659,3.601,Synergy,1,1,1,1,1,1,2.4939428678,1
173,A549,208908,2187,-3.473004085,1.337894456,-0.326529228,-0.260572618,3.3075,,0,1,0,0,1,0,0.11705770500000004,1
174,A549,216326,2187,-3.48652253,-3.263597392,-2.073121256,-2.012773674,-1.8685,Antagonism,0,0,0,0,0,0,-2.5409029704,0
175,A549,3902,2187,1.552538436,-0.039153543,-3.655395418,-3.637805969,1.4255,,1,0,0,0,1,0,-0.8708632988000001,0
176,A549,11683,2187,-3.766985028,-3.241837317,-2.821459439,-2.241835389,-4.763,Antagonism,0,0,0,0,0,0,-3.3670234346,0
177,A549,4211,2187,0.465175267,1.762141336,-0.026341908,-0.257995896,1.1265,,1,1,0,0,1,1,0.6138957598000001,1
178,A549,11525740,2187,-0.707401959,-5.07813445,-4.224502711,-5.672878086,-2.3535,Antagonism,0,0,0,0,0,0,-3.6072834412000008,0
179,A549,25126798,2187,-2.701654822,-1.723755281,-1.603511502,-2.415215641,2.9555,Antagonism,0,0,0,0,1,0,-1.0977274492000002,0
180,A549,5394,2187,1.818724592,2.25462888,-3.420438295,-2.642220709,2.829,,1,1,0,0,1,1,0.16793889360000006,1
181,A549,5453,2187,-7.702311981,-3.991503288,-4.644506645,-4.423506229,0.843,Antagonism,0,0,0,0,1,0,-3.9837656285999996,0
182,A549,444795,2187,-6.078899549,-1.630292185,-2.343819964,-1.879107008,4.2905,Antagonism,0,0,0,0,1,0,-1.5283237412000001,0
183,A549,42611257,2187,0.633497832,1.413137189,-0.012057954,-0.624215641,4.713,,1,1,0,0,1,1,1.2246722852,1
184,A549,3363,2478,-4.180772335,-2.128788765,-3.416392771,-0.16130719,-14.9135,Antagonism,0,0,0,0,0,0,-4.960152212200001,0
185,A549,3385,2478,1.773315045,-0.533174879,-7.032490749,2.561371313,3.2415,,1,0,0,1,1,1,0.002104145999999929,1
186,A549,2123,2478,-3.650372031,3.48154705,-4.389742844,-0.300141178,12.6585,,0,1,0,0,1,0,1.5599581994000002,1
187,A549,6450551,2478,-6.30303334,-6.016316535,-13.11621518,-6.214795117,10.613,Antagonism,0,0,0,0,1,0,-4.2074720344,0
188,A549,2662,2478,0.979439165,-0.602469448,-3.188550107,-0.728882233,-6.5395,,1,0,0,0,0,0,-2.0159925246,0
189,A549,354624,2478,-3.715949109,-1.557945669,-2.326762385,-2.418871556,9.3195,Antagonism,0,0,0,0,1,0,-0.1400057438000001,0
190,A549,2708,2478,-4.886326731,-0.07945712,-3.364378379,0.84712527,12.7405,,0,0,0,1,1,0,1.0514926080000004,1
191,A549,11626560,2478,-9.088498358,-4.670150533,-19.56377659,-4.244716569,23.6405,Antagonism,0,0,0,0,1,0,-2.785328409999999,0
192,A549,3062316,2478,-5.336659594,0.35178376,0.182443079,3.445343278,-1.247,,0,1,1,1,0,1,-0.5208178953999999,0
193,A549,71384,2478,-2.418797467,-0.369825899,-0.884258188,2.936421248,1.9805,,0,0,0,1,1,0,0.24880793879999996,1
194,A549,60198,2478,-3.344666577,2.549284887,-10.73509451,2.929958603,16.2445,,0,1,0,1,1,1,1.5287964805999998,1
195,A549,123631,2478,-0.427750646,3.21314335,3.356189299,6.415791936,16.341,,0,1,1,1,1,1,5.7796747878,1
196,A549,208908,2478,-5.889143846,2.707048098,-21.21296227,5.025448222,9.9255,,0,1,0,1,1,1,-1.8888219592,0
197,A549,216326,2478,0.15265058,5.117069122,5.198924429,5.269538217,18.1185,Synergy,1,1,1,1,1,1,6.771336469600001,1
198,A549,3902,2478,-2.368762573,2.796789921,-1.270546199,0.931970067,0.9925,,0,1,0,1,1,1,0.21639024319999994,1
199,A549,11683,2478,-5.150818782,3.79424023,3.738769467,4.08287155,12.495,,0,1,1,1,1,1,3.792012493,1
200,A549,4211,2478,-5.421782064,-2.215488666,-1.421587871,-0.552171797,6.771,Antagonism,0,0,0,0,1,0,-0.5680060796000002,0
201,A549,644241,2478,-3.462504632,2.076951432,0.446306793,0.655573378,0.0815,,0,1,1,1,1,1,-0.04043460579999998,0
